second,Volt1,Volt2
-40.000E-03,,
-38.250E-03,+22.609E-03,+608.700E-03
-36.500E-03,+22.635E-03,+608.700E-03
-34.750E-03,+22.653E-03,+613.725E-03
-33.000E-03,+22.671E-03,+613.725E-03
-31.250E-03,+22.689E-03,+618.750E-03
-29.500E-03,+22.681E-03,+618.750E-03
-27.750E-03,+22.733E-03,+623.775E-03
-26.000E-03,+22.759E-03,+623.775E-03
-24.250E-03,+22.782E-03,+628.800E-03
-22.500E-03,+22.827E-03,+633.825E-03
-20.750E-03,+22.879E-03,+638.850E-03
-19.000E-03,+22.885E-03,+640.401E-03
-17.250E-03,+22.950E-03,+648.901E-03
-15.500E-03,+23.011E-03,+653.926E-03
-13.750E-03,+23.059E-03,+653.926E-03
-12.000E-03,+23.141E-03,+662.311E-03
-10.250E-03,+23.187E-03,+663.976E-03
-8.500E-03,+23.284E-03,+670.753E-03
-6.750E-03,+23.392E-03,+674.026E-03
-5.000E-03,+23.476E-03,+679.051E-03
-3.250E-03,+23.538E-03,+679.051E-03
-1.500E-03,+23.526E-03,+684.077E-03
+250E-06,+23.531E-03,+686.833E-03
+2.000E-03,+23.466E-03,+689.102E-03
+3.750E-03,+23.432E-03,+689.102E-03
+5.500E-03,+23.359E-03,+694.127E-03
+7.250E-03,+23.346E-03,+694.127E-03
+9.000E-03,+23.287E-03,+694.127E-03
+10.750E-03,+23.217E-03,+699.152E-03
+12.500E-03,+23.213E-03,+699.152E-03
+14.250E-03,+23.183E-03,+704.177E-03
+16.000E-03,+23.159E-03,+704.177E-03
+17.750E-03,+23.172E-03,+709.202E-03
+19.500E-03,+23.164E-03,+709.202E-03
+21.250E-03,+23.136E-03,+714.227E-03
+23.000E-03,+23.136E-03,+719.253E-03
+24.750E-03,+23.149E-03,+724.278E-03
+26.500E-03,+23.145E-03,+729.303E-03
+28.250E-03,+23.174E-03,+729.303E-03
+30.000E-03,+23.132E-03,+734.328E-03
+31.750E-03,+23.132E-03,+742.713E-03
+33.500E-03,+23.143E-03,+744.378E-03
+35.250E-03,+23.148E-03,+749.403E-03
+37.000E-03,+23.161E-03,+754.428E-03
+38.750E-03,+23.186E-03,+759.454E-03
+40.500E-03,+23.197E-03,+759.454E-03
+42.250E-03,+23.204E-03,+759.454E-03
+44.000E-03,+23.219E-03,+764.479E-03
+45.750E-03,+23.219E-03,+769.504E-03
+47.500E-03,+23.240E-03,+769.504E-03
+49.250E-03,+23.261E-03,+769.504E-03
+51.000E-03,+23.285E-03,+774.069E-03
+52.750E-03,+23.293E-03,+774.529E-03
+54.500E-03,+23.305E-03,+774.529E-03
+56.250E-03,+23.341E-03,+774.529E-03
+58.000E-03,+23.368E-03,+779.554E-03
+59.750E-03,+23.361E-03,+779.554E-03
+61.500E-03,+23.387E-03,+779.554E-03
+63.250E-03,+23.400E-03,+784.579E-03
+65.000E-03,+23.422E-03,+784.579E-03
+66.750E-03,+23.419E-03,+789.604E-03
+68.500E-03,+23.446E-03,+794.629E-03
+70.250E-03,+23.484E-03,+794.629E-03
+72.000E-03,+23.501E-03,+799.655E-03
+73.750E-03,+23.498E-03,+800.516E-03
+75.500E-03,+23.559E-03,+804.680E-03
+77.250E-03,+23.570E-03,+809.705E-03
+79.000E-03,+23.589E-03,+814.730E-03
+80.750E-03,+23.601E-03,+819.755E-03
+82.500E-03,+23.626E-03,+819.755E-03
+84.250E-03,+23.628E-03,+824.780E-03
+86.000E-03,+23.644E-03,+829.805E-03
+87.750E-03,+23.614E-03,+834.830E-03
+89.500E-03,+23.644E-03,+836.783E-03
+91.250E-03,+23.689E-03,+839.856E-03
+93.000E-03,+23.677E-03,+844.881E-03
+94.750E-03,+23.687E-03,+844.881E-03
+96.500E-03,+23.686E-03,+849.906E-03
+98.250E-03,+23.694E-03,+849.906E-03
+100.000E-03,+23.702E-03,+852.059E-03
+101.750E-03,+23.736E-03,+854.931E-03
+103.500E-03,+23.739E-03,+854.931E-03
+105.250E-03,+23.727E-03,+859.698E-03
+107.000E-03,+23.729E-03,+859.956E-03
+108.750E-03,+23.760E-03,+863.115E-03
+110.500E-03,+23.759E-03,+864.981E-03
+112.250E-03,+23.798E-03,+870.006E-03
+114.000E-03,+23.798E-03,+870.753E-03
+115.750E-03,+23.814E-03,+875.031E-03
+117.500E-03,+23.825E-03,+880.057E-03
+119.250E-03,+23.798E-03,+885.082E-03
+121.000E-03,+23.815E-03,+887.637E-03
+122.750E-03,+23.881E-03,+895.132E-03
+124.500E-03,+23.857E-03,+896.079E-03
+126.250E-03,+23.840E-03,+900.301E-03
+128.000E-03,+23.840E-03,+905.182E-03
+129.750E-03,+23.865E-03,+913.768E-03
+131.500E-03,+23.876E-03,+915.232E-03
+133.250E-03,+23.890E-03,+920.258E-03
+135.000E-03,+23.896E-03,+920.258E-03
+136.750E-03,+23.918E-03,+925.283E-03
+138.500E-03,+23.928E-03,+925.283E-03
+140.250E-03,+23.953E-03,+930.308E-03
+142.000E-03,+23.960E-03,+930.308E-03
+143.750E-03,+23.980E-03,+930.308E-03
+145.500E-03,+24.010E-03,+935.333E-03
+147.250E-03,+23.993E-03,+935.333E-03
+149.000E-03,+24.028E-03,+935.333E-03
+150.750E-03,+24.066E-03,+940.358E-03
+152.500E-03,+24.099E-03,+940.358E-03
+154.250E-03,+24.103E-03,+945.383E-03
+156.000E-03,+24.141E-03,+950.408E-03
+157.750E-03,+24.143E-03,+950.408E-03
+159.500E-03,+24.154E-03,+950.466E-03
+161.250E-03,+24.177E-03,+959.597E-03
+163.000E-03,+24.179E-03,+960.459E-03
+164.750E-03,+24.204E-03,+965.484E-03
+166.500E-03,+24.212E-03,+960.459E-03
+168.250E-03,+24.194E-03,+959.511E-03
+170.000E-03,+24.166E-03,+955.290E-03
+171.750E-03,+24.166E-03,+950.408E-03
+173.500E-03,+24.145E-03,+950.408E-03
+175.250E-03,+24.165E-03,+945.383E-03
+177.000E-03,+24.146E-03,+940.358E-03
+178.750E-03,+24.109E-03,+940.358E-03
+180.500E-03,+24.118E-03,+935.333E-03
+182.250E-03,+24.093E-03,+935.333E-03
+184.000E-03,+24.085E-03,+935.333E-03
+185.750E-03,+24.071E-03,+935.333E-03
+187.500E-03,+24.048E-03,+930.308E-03
+189.250E-03,+24.022E-03,+930.308E-03
+191.000E-03,+24.039E-03,+925.283E-03
+192.750E-03,+24.028E-03,+925.283E-03
+194.500E-03,+23.993E-03,+920.258E-03
+196.250E-03,+23.962E-03,+920.258E-03
+198.000E-03,+23.965E-03,+915.232E-03
+199.750E-03,+23.957E-03,+910.207E-03
+201.500E-03,+23.905E-03,+909.461E-03
+203.250E-03,+23.902E-03,+900.214E-03
+205.000E-03,+23.836E-03,+900.157E-03
+206.750E-03,+23.857E-03,+895.132E-03
+208.500E-03,+23.827E-03,+887.551E-03
+210.250E-03,+23.832E-03,+885.082E-03
+212.000E-03,+23.777E-03,+879.109E-03
+213.750E-03,+23.765E-03,+875.031E-03
+215.500E-03,+23.741E-03,+870.006E-03
+217.250E-03,+23.756E-03,+866.446E-03
+219.000E-03,+23.741E-03,+864.981E-03
+220.750E-03,+23.724E-03,+863.029E-03
+222.500E-03,+23.670E-03,+859.956E-03
+224.250E-03,+23.677E-03,+859.611E-03
+226.000E-03,+23.665E-03,+854.931E-03
+227.750E-03,+23.645E-03,+854.931E-03
+229.500E-03,+23.671E-03,+849.906E-03
+231.250E-03,+23.653E-03,+849.906E-03
+233.000E-03,+23.639E-03,+849.906E-03
+234.750E-03,+23.636E-03,+844.881E-03
+236.500E-03,+23.589E-03,+844.881E-03
+238.250E-03,+23.594E-03,+839.856E-03
+240.000E-03,+23.606E-03,+834.830E-03
+241.750E-03,+23.563E-03,+834.830E-03
+243.500E-03,+23.559E-03,+829.805E-03
+245.250E-03,+23.540E-03,+824.780E-03
+247.000E-03,+23.539E-03,+819.812E-03
+248.750E-03,+23.576E-03,+815.591E-03
+250.500E-03,+23.563E-03,+814.730E-03
+252.250E-03,+23.570E-03,+809.705E-03
+254.000E-03,+23.526E-03,+804.680E-03
+255.750E-03,+23.553E-03,+799.655E-03
+257.500E-03,+23.563E-03,+799.511E-03
+259.250E-03,+23.540E-03,+794.629E-03
+261.000E-03,+23.538E-03,+791.069E-03
+262.750E-03,+23.513E-03,+786.848E-03
+264.500E-03,+23.543E-03,+784.579E-03
+266.250E-03,+23.541E-03,+784.579E-03
+268.000E-03,+23.513E-03,+779.554E-03
+269.750E-03,+23.516E-03,+779.554E-03
+271.500E-03,+23.516E-03,+779.554E-03
+273.250E-03,+23.508E-03,+774.529E-03
+275.000E-03,+23.486E-03,+774.529E-03
+276.750E-03,+23.463E-03,+774.529E-03
+278.500E-03,+23.450E-03,+773.983E-03
+280.250E-03,+23.414E-03,+769.504E-03
+282.000E-03,+23.448E-03,+769.504E-03
+283.750E-03,+23.454E-03,+769.504E-03
+285.500E-03,+23.431E-03,+764.479E-03
+287.250E-03,+23.399E-03,+762.928E-03
+289.000E-03,+23.404E-03,+759.454E-03
+290.750E-03,+23.388E-03,+754.486E-03
+292.500E-03,+23.390E-03,+754.428E-03
+294.250E-03,+23.409E-03,+746.044E-03
+296.000E-03,+23.394E-03,+744.378E-03
+297.750E-03,+23.388E-03,+739.353E-03
+299.500E-03,+23.390E-03,+734.328E-03
+301.250E-03,+23.375E-03,+729.303E-03
+303.000E-03,+23.364E-03,+729.303E-03
+304.750E-03,+23.366E-03,+724.278E-03
+306.500E-03,+23.344E-03,+721.521E-03
+308.250E-03,+23.330E-03,+714.227E-03
+310.000E-03,+23.325E-03,+709.202E-03
+311.750E-03,+23.326E-03,+704.177E-03
+313.500E-03,+23.325E-03,+704.177E-03
+315.250E-03,+23.334E-03,+699.152E-03
+317.000E-03,+23.322E-03,+699.152E-03
+318.750E-03,+23.325E-03,+699.152E-03
+320.500E-03,+23.325E-03,+694.127E-03
+322.250E-03,+23.354E-03,+694.127E-03
+324.000E-03,+23.349E-03,+694.127E-03
+325.750E-03,+23.342E-03,+689.102E-03
+327.500E-03,+23.329E-03,+689.102E-03
+329.250E-03,+23.338E-03,+684.077E-03
+331.000E-03,+23.345E-03,+684.077E-03
+332.750E-03,+23.409E-03,+683.330E-03
+334.500E-03,+23.425E-03,+679.051E-03
+336.250E-03,+23.438E-03,+674.026E-03
+338.000E-03,+23.471E-03,+669.001E-03
+339.750E-03,+23.513E-03,+663.976E-03
+341.500E-03,+23.543E-03,+662.225E-03
+343.250E-03,+23.586E-03,+658.003E-03
+345.000E-03,+23.664E-03,+648.901E-03
+346.750E-03,+23.687E-03,+643.876E-03
+348.500E-03,+23.756E-03,+638.850E-03
+350.250E-03,+23.779E-03,+638.850E-03
+352.000E-03,+23.822E-03,+633.825E-03
+353.750E-03,+23.768E-03,+628.800E-03
+355.500E-03,+23.713E-03,+623.775E-03
+357.250E-03,+23.601E-03,+623.775E-03
+359.000E-03,+23.497E-03,+618.750E-03
+360.750E-03,+23.420E-03,+615.792E-03
+362.500E-03,+23.343E-03,+613.725E-03
+364.250E-03,+23.268E-03,+613.725E-03
+366.000E-03,+23.243E-03,+608.700E-03
+367.750E-03,+23.161E-03,+608.700E-03
+369.500E-03,+23.114E-03,+608.700E-03
+371.250E-03,+23.033E-03,+603.675E-03
+373.000E-03,+23.005E-03,+603.675E-03
+374.750E-03,+22.974E-03,+598.649E-03
+376.500E-03,+22.933E-03,+598.649E-03
+378.250E-03,+22.898E-03,+593.624E-03
+380.000E-03,+22.860E-03,+589.461E-03
+381.750E-03,+22.826E-03,+588.599E-03
+383.500E-03,+22.803E-03,+583.574E-03
+385.250E-03,+22.797E-03,+578.549E-03
+387.000E-03,+22.775E-03,+573.524E-03
+388.750E-03,+22.772E-03,+568.499E-03
+390.500E-03,+22.756E-03,+568.499E-03
+392.250E-03,+22.734E-03,+559.913E-03
+394.000E-03,+22.715E-03,+558.448E-03
+395.750E-03,+22.679E-03,+553.423E-03
+397.500E-03,+22.684E-03,+548.398E-03
+399.250E-03,+22.682E-03,+548.398E-03
+401.000E-03,+22.658E-03,+543.373E-03
+402.750E-03,+22.650E-03,+539.611E-03
+404.500E-03,+22.644E-03,+538.348E-03
+406.250E-03,+22.652E-03,+538.348E-03
+408.000E-03,+22.621E-03,+533.323E-03
+409.750E-03,+22.656E-03,+533.323E-03
+411.500E-03,+22.607E-03,+533.323E-03
+413.250E-03,+22.596E-03,+533.323E-03
+415.000E-03,+22.613E-03,+530.164E-03
+416.750E-03,+22.628E-03,+528.298E-03
+418.500E-03,+22.622E-03,+528.298E-03
+420.250E-03,+22.657E-03,+528.298E-03
+422.000E-03,+22.646E-03,+523.330E-03
+423.750E-03,+22.634E-03,+523.273E-03
+425.500E-03,+22.659E-03,+519.913E-03
+427.250E-03,+22.653E-03,+518.247E-03
+429.000E-03,+22.655E-03,+516.496E-03
+430.750E-03,+22.690E-03,+512.275E-03
+432.500E-03,+22.709E-03,+503.172E-03
+434.250E-03,+22.706E-03,+503.172E-03
+436.000E-03,+22.725E-03,+494.586E-03
+437.750E-03,+22.759E-03,+493.122E-03
+439.500E-03,+22.792E-03,+486.144E-03
+441.250E-03,+22.822E-03,+483.072E-03
+443.000E-03,+22.849E-03,+478.046E-03
+444.750E-03,+22.896E-03,+473.021E-03
+446.500E-03,+22.935E-03,+467.996E-03
+448.250E-03,+22.998E-03,+462.971E-03
+450.000E-03,+23.059E-03,+462.971E-03
+451.750E-03,+23.115E-03,+461.621E-03
+453.500E-03,+23.201E-03,+457.946E-03
+455.250E-03,+23.249E-03,+457.946E-03
+457.000E-03,+23.339E-03,+452.921E-03
+458.750E-03,+23.413E-03,+452.921E-03
+460.500E-03,+23.487E-03,+450.566E-03
+462.250E-03,+23.579E-03,+447.896E-03
+464.000E-03,+23.682E-03,+447.896E-03
+465.750E-03,+23.789E-03,+442.871E-03
+467.500E-03,+23.880E-03,+442.871E-03
+469.250E-03,+23.991E-03,+437.845E-03
+471.000E-03,+24.053E-03,+437.845E-03
+472.750E-03,+24.104E-03,+432.820E-03
+474.500E-03,+24.059E-03,+427.795E-03
+476.250E-03,+23.940E-03,+422.770E-03
+478.000E-03,+23.795E-03,+413.380E-03
+479.750E-03,+23.666E-03,+412.720E-03
+481.500E-03,+23.486E-03,+407.695E-03
+483.250E-03,+23.330E-03,+402.670E-03
+485.000E-03,+23.193E-03,+397.644E-03
+486.750E-03,+23.062E-03,+397.300E-03
+488.500E-03,+22.964E-03,+392.619E-03
+490.250E-03,+22.882E-03,+387.594E-03
+492.000E-03,+22.780E-03,+384.637E-03
+493.750E-03,+22.725E-03,+382.569E-03
+495.500E-03,+22.671E-03,+377.544E-03
+497.250E-03,+22.605E-03,+377.544E-03
+499.000E-03,+22.535E-03,+372.777E-03
+500.750E-03,+22.451E-03,+372.519E-03
+502.500E-03,+22.409E-03,+372.519E-03
+504.250E-03,+22.340E-03,+367.494E-03
+506.000E-03,+22.286E-03,+367.494E-03
+507.750E-03,+22.232E-03,+366.747E-03
+509.500E-03,+22.182E-03,+362.469E-03
+511.250E-03,+22.161E-03,+362.469E-03
+513.000E-03,+22.135E-03,+357.443E-03
+514.750E-03,+22.081E-03,+352.418E-03
+516.500E-03,+22.039E-03,+350.667E-03
+518.250E-03,+22.016E-03,+347.393E-03
+520.000E-03,+21.955E-03,+342.368E-03
+521.750E-03,+21.957E-03,+337.343E-03
+523.500E-03,+21.925E-03,+337.343E-03
+525.250E-03,+21.893E-03,+327.293E-03
+527.000E-03,+21.852E-03,+322.268E-03
+528.750E-03,+21.820E-03,+322.268E-03
+530.500E-03,+21.804E-03,+317.242E-03
+532.250E-03,+21.768E-03,+312.217E-03
+534.000E-03,+21.748E-03,+307.192E-03
+535.750E-03,+21.747E-03,+307.192E-03
+537.500E-03,+21.715E-03,+302.167E-03
+539.250E-03,+21.660E-03,+302.167E-03
+541.000E-03,+21.616E-03,+297.142E-03
+542.750E-03,+21.630E-03,+297.142E-03
+544.500E-03,+21.629E-03,+292.117E-03
+546.250E-03,+21.604E-03,+292.117E-03
+548.000E-03,+21.559E-03,+292.117E-03
+549.750E-03,+21.541E-03,+287.092E-03
+551.500E-03,+21.553E-03,+287.092E-03
+553.250E-03,+21.541E-03,+282.124E-03
+555.000E-03,+21.520E-03,+282.067E-03
+556.750E-03,+21.537E-03,+277.041E-03
+558.500E-03,+21.516E-03,+277.041E-03
+560.250E-03,+21.508E-03,+272.016E-03
+562.000E-03,+21.493E-03,+266.991E-03
+563.750E-03,+21.503E-03,+266.848E-03
+565.500E-03,+21.480E-03,+261.966E-03
+567.250E-03,+21.478E-03,+256.941E-03
+569.000E-03,+21.496E-03,+249.647E-03
+570.750E-03,+21.465E-03,+246.891E-03
+572.500E-03,+21.443E-03,+241.866E-03
+574.250E-03,+21.452E-03,+236.840E-03
+576.000E-03,+21.441E-03,+236.840E-03
+577.750E-03,+21.465E-03,+231.815E-03
+579.500E-03,+21.440E-03,+226.790E-03
+581.250E-03,+21.421E-03,+221.765E-03
+583.000E-03,+21.409E-03,+221.765E-03
+584.750E-03,+21.417E-03,+216.740E-03
+586.500E-03,+21.428E-03,+216.740E-03
+588.250E-03,+21.413E-03,+216.740E-03
+590.000E-03,+21.411E-03,+211.715E-03
+591.750E-03,+21.415E-03,+211.715E-03
+593.500E-03,+21.403E-03,+211.715E-03
+595.250E-03,+21.406E-03,+206.690E-03
+597.000E-03,+21.403E-03,+206.690E-03
+598.750E-03,+21.415E-03,+206.690E-03
+600.500E-03,+21.415E-03,+203.330E-03
+602.250E-03,+21.409E-03,+201.665E-03
+604.000E-03,+21.407E-03,+196.639E-03
+605.750E-03,+21.392E-03,+196.639E-03
+607.500E-03,+21.402E-03,+191.614E-03
+609.250E-03,+21.415E-03,+186.589E-03
+611.000E-03,+21.395E-03,+183.029E-03
+612.750E-03,+21.383E-03,+178.807E-03
+614.500E-03,+21.385E-03,+176.539E-03
+616.250E-03,+21.368E-03,+171.514E-03
+618.000E-03,+21.378E-03,+171.169E-03
+619.750E-03,+21.403E-03,+161.464E-03
+621.500E-03,+21.390E-03,+157.702E-03
+623.250E-03,+21.372E-03,+156.438E-03
+625.000E-03,+21.385E-03,+151.413E-03
+626.750E-03,+21.381E-03,+146.388E-03
+628.500E-03,+21.401E-03,+146.388E-03
+630.250E-03,+21.403E-03,+141.621E-03
+632.000E-03,+21.410E-03,+141.363E-03
+633.750E-03,+21.398E-03,+138.204E-03
+635.500E-03,+21.396E-03,+136.338E-03
+637.250E-03,+21.440E-03,+136.338E-03
+639.000E-03,+21.426E-03,+131.313E-03
+640.750E-03,+21.415E-03,+131.313E-03
+642.500E-03,+21.428E-03,+127.149E-03
+644.250E-03,+21.419E-03,+126.288E-03
+646.000E-03,+21.415E-03,+126.288E-03
+647.750E-03,+21.440E-03,+121.263E-03
+649.500E-03,+21.438E-03,+120.315E-03
+651.250E-03,+21.491E-03,+116.237E-03
+653.000E-03,+21.467E-03,+111.873E-03
+654.750E-03,+21.514E-03,+111.212E-03
+656.500E-03,+21.517E-03,+106.187E-03
+658.250E-03,+21.538E-03,+101.162E-03
+660.000E-03,+21.585E-03,+96.137E-03
+661.750E-03,+21.603E-03,+91.112E-03
+663.500E-03,+21.629E-03,+86.087E-03
+665.250E-03,+21.663E-03,+81.062E-03
+667.000E-03,+21.694E-03,+76.036E-03
+668.750E-03,+21.767E-03,+71.011E-03
+670.500E-03,+21.833E-03,+65.986E-03
+672.250E-03,+21.905E-03,+65.986E-03
+674.000E-03,+21.918E-03,+60.961E-03
+675.750E-03,+21.903E-03,+56.998E-03
+677.500E-03,+21.834E-03,+55.936E-03
+679.250E-03,+21.769E-03,+55.936E-03
+681.000E-03,+21.692E-03,+50.911E-03
+682.750E-03,+21.638E-03,+50.911E-03
+684.500E-03,+21.566E-03,+50.911E-03
+686.250E-03,+21.530E-03,+50.911E-03
+688.000E-03,+21.478E-03,+45.886E-03
+689.750E-03,+21.453E-03,+45.886E-03
+691.500E-03,+21.440E-03,+44.134E-03
+693.250E-03,+21.413E-03,+40.861E-03
+695.000E-03,+21.403E-03,+35.835E-03
+696.750E-03,+21.392E-03,+35.835E-03
+698.500E-03,+21.369E-03,+30.810E-03
+700.250E-03,+21.346E-03,+25.785E-03
+702.000E-03,+21.348E-03,+20.760E-03
+703.750E-03,+21.337E-03,+19.611E-03
+705.500E-03,+21.338E-03,+15.390E-03
+707.250E-03,+21.290E-03,+5.685E-03
+709.000E-03,+21.308E-03,+5.685E-03
+710.750E-03,+21.287E-03,-4.366E-03
+712.500E-03,+21.297E-03,-6.519E-03
+714.250E-03,+21.293E-03,-9.391E-03
+716.000E-03,+21.313E-03,-14.416E-03
+717.750E-03,+21.303E-03,-19.183E-03
+719.500E-03,+21.312E-03,-19.441E-03
+721.250E-03,+21.299E-03,-19.441E-03
+723.000E-03,+21.302E-03,-24.466E-03
+724.750E-03,+21.328E-03,-24.466E-03
+726.500E-03,+21.290E-03,-29.491E-03
+728.250E-03,+21.289E-03,-29.491E-03
+730.000E-03,+21.290E-03,-29.491E-03
+731.750E-03,+21.294E-03,-34.516E-03
+733.500E-03,+21.289E-03,-34.516E-03
+735.250E-03,+21.319E-03,-34.516E-03
+737.000E-03,+21.292E-03,-39.541E-03
+738.750E-03,+21.314E-03,-39.541E-03
+740.500E-03,+21.311E-03,-44.567E-03
+742.250E-03,+21.302E-03,-44.567E-03
+744.000E-03,+21.294E-03,-49.592E-03
+745.750E-03,+21.322E-03,-51.544E-03
+747.500E-03,+21.302E-03,-55.765E-03
+749.250E-03,+21.316E-03,-59.987E-03
+751.000E-03,+21.315E-03,-64.667E-03
+752.750E-03,+21.340E-03,-73.454E-03
+754.500E-03,+21.327E-03,-74.717E-03
+756.250E-03,+21.352E-03,-79.742E-03
+758.000E-03,+21.362E-03,-84.768E-03
+759.750E-03,+21.366E-03,-84.768E-03
+761.500E-03,+21.353E-03,-89.793E-03
+763.250E-03,+21.340E-03,-89.793E-03
+765.000E-03,+21.340E-03,-94.818E-03
+766.750E-03,+21.365E-03,-99.843E-03
+768.500E-03,+21.378E-03,-99.843E-03
+770.250E-03,+21.354E-03,-104.868E-03
+772.000E-03,+21.390E-03,-104.868E-03
+773.750E-03,+21.390E-03,-104.868E-03
+775.500E-03,+21.390E-03,-109.893E-03
+777.250E-03,+21.415E-03,-109.893E-03
+779.000E-03,+21.440E-03,-109.893E-03
+780.750E-03,+21.430E-03,-114.918E-03
+782.500E-03,+21.441E-03,-114.918E-03
+784.250E-03,+21.451E-03,-119.283E-03
+786.000E-03,+21.469E-03,-119.943E-03
+787.750E-03,+21.471E-03,-122.700E-03
+789.500E-03,+21.501E-03,-124.969E-03
+791.250E-03,+21.513E-03,-129.994E-03
+793.000E-03,+21.516E-03,-129.994E-03
+794.750E-03,+21.515E-03,-135.019E-03
+796.500E-03,+21.509E-03,-140.044E-03
+798.250E-03,+21.508E-03,-145.069E-03
+800.000E-03,+21.553E-03,-150.094E-03
+801.750E-03,+21.532E-03,-155.119E-03
+803.500E-03,+21.555E-03,-165.170E-03
+805.250E-03,+21.578E-03,-165.170E-03
+807.000E-03,+21.566E-03,-170.195E-03
+808.750E-03,+21.596E-03,-170.195E-03
+810.500E-03,+21.597E-03,-175.220E-03
+812.250E-03,+21.628E-03,-180.245E-03
+814.000E-03,+21.618E-03,-180.992E-03
+815.750E-03,+21.654E-03,-185.270E-03
+817.500E-03,+21.639E-03,-185.270E-03
+819.250E-03,+21.666E-03,-190.295E-03
+821.000E-03,+21.704E-03,-190.295E-03
+822.750E-03,+21.683E-03,-190.295E-03
+824.500E-03,+21.704E-03,-195.320E-03
+826.250E-03,+21.692E-03,-195.464E-03
+828.000E-03,+21.704E-03,-200.345E-03
+829.750E-03,+21.726E-03,-205.371E-03
+831.500E-03,+21.756E-03,-205.371E-03
+833.250E-03,+21.747E-03,-210.396E-03
+835.000E-03,+21.757E-03,-210.396E-03
+836.750E-03,+21.780E-03,-215.765E-03
+838.500E-03,+21.793E-03,-220.446E-03
+840.250E-03,+21.808E-03,-229.233E-03
+842.000E-03,+21.822E-03,-230.496E-03
+843.750E-03,+21.841E-03,-235.521E-03
+845.500E-03,+21.833E-03,-240.546E-03
+847.250E-03,+21.841E-03,-245.572E-03
+849.000E-03,+21.879E-03,-250.338E-03
+850.750E-03,+21.840E-03,-254.559E-03
+852.500E-03,+21.875E-03,-255.622E-03
+854.250E-03,+21.854E-03,-260.647E-03
+856.000E-03,+21.849E-03,-262.198E-03
+857.750E-03,+21.844E-03,-265.672E-03
+859.500E-03,+21.855E-03,-265.672E-03
+861.250E-03,+21.876E-03,-270.697E-03
+863.000E-03,+21.888E-03,-270.697E-03
+864.750E-03,+21.899E-03,-275.722E-03
+866.500E-03,+21.897E-03,-275.722E-03
+868.250E-03,+21.920E-03,-280.747E-03
