second,Volt1,Volt2
+870.000E-03,+21.942E-03,-280.747E-03
+871.750E-03,+21.945E-03,-285.773E-03
+873.500E-03,+21.972E-03,-285.773E-03
+875.250E-03,+21.993E-03,-290.798E-03
+877.000E-03,+22.006E-03,-295.823E-03
+878.750E-03,+22.024E-03,-300.848E-03
+880.500E-03,+21.981E-03,-300.848E-03
+882.250E-03,+22.067E-03,-305.873E-03
+884.000E-03,+22.078E-03,-310.898E-03
+885.750E-03,+22.096E-03,-313.856E-03
+887.500E-03,+22.112E-03,-318.077E-03
+889.250E-03,+22.128E-03,-320.948E-03
+891.000E-03,+22.134E-03,-325.974E-03
+892.750E-03,+22.182E-03,-325.974E-03
+894.500E-03,+22.184E-03,-330.999E-03
+896.250E-03,+22.205E-03,-336.024E-03
+898.000E-03,+22.213E-03,-338.379E-03
+899.750E-03,+22.244E-03,-341.049E-03
+901.500E-03,+22.257E-03,-341.049E-03
+903.250E-03,+22.270E-03,-346.074E-03
+905.000E-03,+22.332E-03,-346.074E-03
+906.750E-03,+22.320E-03,-351.099E-03
+908.500E-03,+22.326E-03,-351.099E-03
+910.250E-03,+22.345E-03,-351.099E-03
+912.000E-03,+22.357E-03,-356.124E-03
+913.750E-03,+22.407E-03,-356.124E-03
+915.500E-03,+22.395E-03,-356.124E-03
+917.250E-03,+22.420E-03,-361.149E-03
+919.000E-03,+22.458E-03,-363.906E-03
+920.750E-03,+22.493E-03,-366.175E-03
+922.500E-03,+22.511E-03,-367.323E-03
+924.250E-03,+22.520E-03,-371.200E-03
+926.000E-03,+22.555E-03,-376.225E-03
+927.750E-03,+22.596E-03,-381.250E-03
+929.500E-03,+22.598E-03,-386.275E-03
+931.250E-03,+22.602E-03,-388.429E-03
+933.000E-03,+22.637E-03,-392.650E-03
+934.750E-03,+22.634E-03,-396.871E-03
+936.500E-03,+22.635E-03,-406.117E-03
+938.250E-03,+22.709E-03,-406.376E-03
+940.000E-03,+22.712E-03,-411.401E-03
+941.750E-03,+22.697E-03,-413.755E-03
+943.500E-03,+22.734E-03,-416.426E-03
+945.250E-03,+22.758E-03,-421.451E-03
+947.000E-03,+22.784E-03,-426.419E-03
+948.750E-03,+22.805E-03,-426.476E-03
+950.500E-03,+22.814E-03,-426.476E-03
+952.250E-03,+22.835E-03,-431.501E-03
+954.000E-03,+22.839E-03,-431.501E-03
+955.750E-03,+22.875E-03,-432.449E-03
+957.500E-03,+22.910E-03,-436.526E-03
+959.250E-03,+22.909E-03,-436.526E-03
+961.000E-03,+22.919E-03,-441.552E-03
+962.750E-03,+22.955E-03,-441.552E-03
+964.500E-03,+22.948E-03,-446.577E-03
+966.250E-03,+22.973E-03,-447.725E-03
+968.000E-03,+23.021E-03,-451.946E-03
+969.750E-03,+23.034E-03,-456.627E-03
+971.500E-03,+23.020E-03,-461.652E-03
+973.250E-03,+23.038E-03,-466.677E-03
+975.000E-03,+23.074E-03,-469.549E-03
+976.750E-03,+23.089E-03,-471.702E-03
+978.500E-03,+23.113E-03,-477.273E-03
+980.250E-03,+23.124E-03,-481.753E-03
+982.000E-03,+23.149E-03,-485.715E-03
+983.750E-03,+23.152E-03,-491.803E-03
+985.500E-03,+23.174E-03,-496.828E-03
+987.250E-03,+23.174E-03,-501.853E-03
+989.000E-03,+23.210E-03,-501.853E-03
+990.750E-03,+23.249E-03,-506.878E-03
+992.500E-03,+23.233E-03,-506.878E-03
+994.250E-03,+23.237E-03,-506.878E-03
+996.000E-03,+23.256E-03,-509.434E-03
+997.750E-03,+23.287E-03,-511.903E-03
+999.500E-03,+23.300E-03,-511.903E-03
+1.001250E+00,+23.312E-03,-512.047E-03
+1.003000E+00,+23.332E-03,-516.928E-03
+1.004750E+00,+23.355E-03,-516.928E-03
+1.006500E+00,+23.376E-03,-519.685E-03
+1.008250E+00,+23.405E-03,-521.954E-03
+1.010000E+00,+23.413E-03,-523.102E-03
+1.011750E+00,+23.426E-03,-526.979E-03
+1.013500E+00,+23.447E-03,-531.544E-03
+1.015250E+00,+23.476E-03,-532.004E-03
+1.017000E+00,+23.458E-03,-537.029E-03
+1.018750E+00,+23.506E-03,-539.183E-03
+1.020500E+00,+23.529E-03,-543.404E-03
+1.022250E+00,+23.587E-03,-547.625E-03
+1.024000E+00,+23.563E-03,-556.871E-03
+1.025750E+00,+23.596E-03,-557.129E-03
+1.027500E+00,+23.622E-03,-565.313E-03
+1.029250E+00,+23.646E-03,-567.180E-03
+1.031000E+00,+23.693E-03,-572.205E-03
+1.032750E+00,+23.714E-03,-572.951E-03
+1.034500E+00,+23.726E-03,-577.230E-03
+1.036250E+00,+23.741E-03,-582.255E-03
+1.038000E+00,+23.752E-03,-582.255E-03
+1.039750E+00,+23.802E-03,-587.280E-03
+1.041500E+00,+23.798E-03,-587.280E-03
+1.043250E+00,+23.867E-03,-592.305E-03
+1.045000E+00,+23.891E-03,-592.305E-03
+1.046750E+00,+23.910E-03,-597.330E-03
+1.048500E+00,+23.924E-03,-597.330E-03
+1.050250E+00,+23.965E-03,-597.330E-03
+1.052000E+00,+23.978E-03,-602.356E-03
+1.053750E+00,+24.009E-03,-602.356E-03
+1.055500E+00,+24.053E-03,-607.381E-03
+1.057250E+00,+24.076E-03,-612.406E-03
+1.059000E+00,+24.097E-03,-612.406E-03
+1.060750E+00,+24.121E-03,-617.431E-03
+1.062500E+00,+24.154E-03,-622.456E-03
+1.064250E+00,+24.188E-03,-632.506E-03
+1.066000E+00,+24.207E-03,-637.531E-03
+1.067750E+00,+24.192E-03,-637.531E-03
+1.069500E+00,+24.239E-03,-642.557E-03
+1.071250E+00,+24.221E-03,-645.715E-03
+1.073000E+00,+24.267E-03,-652.607E-03
+1.074750E+00,+24.313E-03,-652.607E-03
+1.076500E+00,+24.319E-03,-657.632E-03
+1.078250E+00,+24.317E-03,-657.632E-03
+1.080000E+00,+24.340E-03,-662.657E-03
+1.081750E+00,+24.355E-03,-666.017E-03
+1.083500E+00,+24.374E-03,-667.682E-03
+1.085250E+00,+24.413E-03,-667.682E-03
+1.087000E+00,+24.408E-03,-668.630E-03
+1.088750E+00,+24.431E-03,-672.707E-03
+1.090500E+00,+24.443E-03,-672.707E-03
+1.092250E+00,+24.464E-03,-672.707E-03
+1.094000E+00,+24.474E-03,-677.732E-03
+1.095750E+00,+24.481E-03,-677.732E-03
+1.097500E+00,+24.496E-03,-677.732E-03
+1.099250E+00,+24.507E-03,-682.758E-03
+1.101000E+00,+24.530E-03,-687.783E-03
+1.102750E+00,+24.512E-03,-687.783E-03
+1.104500E+00,+24.536E-03,-692.808E-03
+1.106250E+00,+24.568E-03,-697.833E-03
+1.108000E+00,+24.578E-03,-702.858E-03
+1.109750E+00,+24.584E-03,-707.883E-03
+1.111500E+00,+24.594E-03,-707.883E-03
+1.113250E+00,+24.619E-03,-716.871E-03
+1.115000E+00,+24.649E-03,-717.933E-03
+1.116750E+00,+24.619E-03,-722.959E-03
+1.118500E+00,+24.618E-03,-727.984E-03
+1.120250E+00,+24.656E-03,-727.984E-03
+1.122000E+00,+24.656E-03,-733.009E-03
+1.123750E+00,+24.671E-03,-738.034E-03
+1.125500E+00,+24.698E-03,-743.059E-03
+1.127250E+00,+24.732E-03,-743.059E-03
+1.129000E+00,+24.719E-03,-744.811E-03
+1.130750E+00,+24.747E-03,-748.084E-03
+1.132500E+00,+24.769E-03,-748.084E-03
+1.134250E+00,+24.759E-03,-752.449E-03
+1.136000E+00,+24.820E-03,-753.109E-03
+1.137750E+00,+24.789E-03,-753.109E-03
+1.139500E+00,+24.812E-03,-753.109E-03
+1.141250E+00,+24.838E-03,-758.134E-03
+1.143000E+00,+24.858E-03,-758.134E-03
+1.144750E+00,+24.835E-03,-758.134E-03
+1.146500E+00,+24.892E-03,-761.896E-03
+1.148250E+00,+24.888E-03,-763.160E-03
+1.150000E+00,+24.913E-03,-763.160E-03
+1.151750E+00,+24.914E-03,-768.185E-03
+1.153500E+00,+24.934E-03,-768.730E-03
+1.155250E+00,+24.957E-03,-773.210E-03
+1.157000E+00,+24.958E-03,-777.172E-03
+1.158750E+00,+24.999E-03,-783.260E-03
+1.160500E+00,+24.983E-03,-785.615E-03
+1.162250E+00,+25.012E-03,-788.285E-03
+1.164000E+00,+25.012E-03,-793.310E-03
+1.165750E+00,+25.021E-03,-798.335E-03
+1.167500E+00,+25.069E-03,-803.361E-03
+1.169250E+00,+25.058E-03,-806.720E-03
+1.171000E+00,+25.090E-03,-808.386E-03
+1.172750E+00,+25.084E-03,-813.411E-03
+1.174500E+00,+25.098E-03,-818.436E-03
+1.176250E+00,+25.121E-03,-818.580E-03
+1.178000E+00,+25.135E-03,-823.461E-03
+1.179750E+00,+25.146E-03,-823.461E-03
+1.181500E+00,+25.146E-03,-828.486E-03
+1.183250E+00,+25.167E-03,-828.486E-03
+1.185000E+00,+25.194E-03,-833.511E-03
+1.186750E+00,+25.185E-03,-833.511E-03
+1.188500E+00,+25.211E-03,-833.511E-03
+1.190250E+00,+25.247E-03,-838.536E-03
+1.192000E+00,+25.274E-03,-838.536E-03
+1.193750E+00,+25.290E-03,-843.562E-03
+1.195500E+00,+25.313E-03,-843.562E-03
+1.197250E+00,+25.335E-03,-848.587E-03
+1.199000E+00,+25.322E-03,-848.587E-03
+1.200750E+00,+25.385E-03,-853.612E-03
+1.202500E+00,+25.410E-03,-858.637E-03
+1.204250E+00,+25.435E-03,-863.662E-03
+1.206000E+00,+25.448E-03,-865.213E-03
+1.207750E+00,+25.450E-03,-873.712E-03
+1.209500E+00,+25.486E-03,-878.680E-03
+1.211250E+00,+25.498E-03,-883.763E-03
+1.213000E+00,+25.498E-03,-888.788E-03
+1.214750E+00,+25.536E-03,-891.343E-03
+1.216500E+00,+25.490E-03,-893.813E-03
+1.218250E+00,+25.546E-03,-898.838E-03
+1.220000E+00,+25.523E-03,-903.863E-03
+1.221750E+00,+25.537E-03,-903.863E-03
+1.223500E+00,+25.591E-03,-908.888E-03
+1.225250E+00,+25.568E-03,-908.888E-03
+1.227000E+00,+25.604E-03,-913.913E-03
+1.228750E+00,+25.602E-03,-913.913E-03
+1.230500E+00,+25.646E-03,-918.938E-03
+1.232250E+00,+25.602E-03,-918.938E-03
+1.234000E+00,+25.646E-03,-918.938E-03
+1.235750E+00,+25.651E-03,-923.964E-03
+1.237500E+00,+25.636E-03,-923.964E-03
+1.239250E+00,+25.618E-03,-928.989E-03
+1.241000E+00,+25.657E-03,-929.534E-03
+1.242750E+00,+25.638E-03,-934.014E-03
+1.244500E+00,+25.677E-03,-939.039E-03
+1.246250E+00,+25.690E-03,-942.198E-03
+1.248000E+00,+25.692E-03,-946.735E-03
+1.249750E+00,+25.690E-03,-950.640E-03
+1.251500E+00,+25.701E-03,-954.861E-03
+1.253250E+00,+25.712E-03,-959.139E-03
+1.255000E+00,+25.712E-03,-964.165E-03
+1.256750E+00,+25.691E-03,-969.190E-03
+1.258500E+00,+25.693E-03,-974.215E-03
+1.260250E+00,+25.682E-03,-974.215E-03
+1.262000E+00,+25.674E-03,-979.240E-03
+1.263750E+00,+25.674E-03,-984.265E-03
+1.265500E+00,+25.685E-03,-984.265E-03
+1.267250E+00,+25.658E-03,-989.290E-03
+1.269000E+00,+25.655E-03,-989.290E-03
+1.270750E+00,+25.654E-03,-989.290E-03
+1.272500E+00,+25.656E-03,-994.315E-03
+1.274250E+00,+25.675E-03,-994.315E-03
+1.276000E+00,+25.663E-03,-994.315E-03
+1.277750E+00,+25.665E-03,-994.315E-03
+1.279500E+00,+25.651E-03,-999.340E-03
+1.281250E+00,+25.654E-03,-999.340E-03
+1.283000E+00,+25.692E-03,-1.000690E+00
+1.284750E+00,+25.675E-03,-1.004366E+00
+1.286500E+00,+25.724E-03,-1.004366E+00
+1.288250E+00,+25.719E-03,-1.009391E+00
+1.290000E+00,+25.712E-03,-1.012549E+00
+1.291750E+00,+25.718E-03,-1.014416E+00
+1.293500E+00,+25.724E-03,-1.019441E+00
+1.295250E+00,+25.735E-03,-1.019441E+00
+1.297000E+00,+25.762E-03,-1.024466E+00
+1.298750E+00,+25.749E-03,-1.034516E+00
+1.300500E+00,+25.775E-03,-1.034516E+00
+1.302250E+00,+25.793E-03,-1.042097E+00
+1.304000E+00,+25.825E-03,-1.044567E+00
+1.305750E+00,+25.837E-03,-1.049592E+00
+1.307500E+00,+25.837E-03,-1.049592E+00
+1.309250E+00,+25.873E-03,-1.054617E+00
+1.311000E+00,+25.888E-03,-1.058177E+00
+1.312750E+00,+25.925E-03,-1.059642E+00
+1.314500E+00,+25.925E-03,-1.064667E+00
+1.316250E+00,+25.969E-03,-1.069692E+00
+1.318000E+00,+25.998E-03,-1.069692E+00
+1.319750E+00,+26.047E-03,-1.069692E+00
+1.321500E+00,+26.026E-03,-1.073454E+00
+1.323250E+00,+26.069E-03,-1.074717E+00
+1.325000E+00,+26.098E-03,-1.074717E+00
+1.326750E+00,+26.107E-03,-1.076067E+00
+1.328500E+00,+26.139E-03,-1.079742E+00
+1.330250E+00,+26.150E-03,-1.079742E+00
+1.332000E+00,+26.139E-03,-1.084768E+00
+1.333750E+00,+26.139E-03,-1.087926E+00
+1.335500E+00,+26.165E-03,-1.092147E+00
+1.337250E+00,+26.173E-03,-1.091343E+00
+1.339000E+00,+26.189E-03,-1.095564E+00
+1.340750E+00,+26.239E-03,-1.099843E+00
+1.342500E+00,+26.248E-03,-1.104868E+00
+1.344250E+00,+26.252E-03,-1.109893E+00
+1.346000E+00,+26.290E-03,-1.114918E+00
+1.347750E+00,+26.302E-03,-1.119943E+00
+1.349500E+00,+26.317E-03,-1.124969E+00
+1.351250E+00,+26.328E-03,-1.129994E+00
+1.353000E+00,+26.351E-03,-1.135019E+00
+1.354750E+00,+26.340E-03,-1.138579E+00
+1.356500E+00,+26.366E-03,-1.140044E+00
+1.358250E+00,+26.360E-03,-1.145069E+00
+1.360000E+00,+26.397E-03,-1.145069E+00
+1.361750E+00,+26.378E-03,-1.150094E+00
+1.363500E+00,+26.414E-03,-1.150094E+00
+1.365250E+00,+26.399E-03,-1.155119E+00
+1.367000E+00,+26.388E-03,-1.155119E+00
+1.368750E+00,+26.410E-03,-1.155119E+00
+1.370500E+00,+26.390E-03,-1.160144E+00
+1.372250E+00,+26.412E-03,-1.160144E+00
+1.374000E+00,+26.390E-03,-1.160144E+00
+1.375750E+00,+26.413E-03,-1.165170E+00
+1.377500E+00,+26.378E-03,-1.165170E+00
+1.379250E+00,+26.403E-03,-1.167840E+00
+1.381000E+00,+26.403E-03,-1.170195E+00
+1.382750E+00,+26.390E-03,-1.175220E+00
+1.384500E+00,+26.402E-03,-1.175220E+00
+1.386250E+00,+26.380E-03,-1.180245E+00
+1.388000E+00,+26.407E-03,-1.183605E+00
+1.389750E+00,+26.415E-03,-1.187826E+00
+1.391500E+00,+26.411E-03,-1.190295E+00
+1.393250E+00,+26.425E-03,-1.191243E+00
+1.395000E+00,+26.378E-03,-1.200345E+00
+1.396750E+00,+26.392E-03,-1.200345E+00
+1.398500E+00,+26.381E-03,-1.205371E+00
+1.400250E+00,+26.376E-03,-1.210396E+00
+1.402000E+00,+26.370E-03,-1.215421E+00
+1.403750E+00,+26.352E-03,-1.216569E+00
+1.405500E+00,+26.340E-03,-1.220446E+00
+1.407250E+00,+26.327E-03,-1.225471E+00
+1.409000E+00,+26.327E-03,-1.225471E+00
+1.410750E+00,+26.295E-03,-1.230496E+00
+1.412500E+00,+26.290E-03,-1.230496E+00
+1.414250E+00,+26.271E-03,-1.230496E+00
+1.416000E+00,+26.274E-03,-1.235521E+00
+1.417750E+00,+26.264E-03,-1.235521E+00
+1.419500E+00,+26.252E-03,-1.239484E+00
+1.421250E+00,+26.264E-03,-1.240546E+00
+1.423000E+00,+26.258E-03,-1.245572E+00
+1.424750E+00,+26.261E-03,-1.245572E+00
+1.426500E+00,+26.252E-03,-1.250597E+00
+1.428250E+00,+26.239E-03,-1.250597E+00
+1.430000E+00,+26.229E-03,-1.255622E+00
+1.431750E+00,+26.256E-03,-1.255622E+00
+1.433500E+00,+26.239E-03,-1.263203E+00
+1.435250E+00,+26.231E-03,-1.267424E+00
+1.437000E+00,+26.191E-03,-1.270697E+00
+1.438750E+00,+26.189E-03,-1.280747E+00
+1.440500E+00,+26.177E-03,-1.280747E+00
+1.442250E+00,+26.193E-03,-1.285773E+00
+1.444000E+00,+26.164E-03,-1.293554E+00
+1.445750E+00,+26.197E-03,-1.295823E+00
+1.447500E+00,+26.164E-03,-1.300848E+00
+1.449250E+00,+26.176E-03,-1.305873E+00
+1.451000E+00,+26.164E-03,-1.305873E+00
+1.452750E+00,+26.195E-03,-1.310898E+00
+1.454500E+00,+26.177E-03,-1.310898E+00
+1.456250E+00,+26.214E-03,-1.315923E+00
+1.458000E+00,+26.196E-03,-1.315923E+00
+1.459750E+00,+26.203E-03,-1.320948E+00
+1.461500E+00,+26.202E-03,-1.320948E+00
+1.463250E+00,+26.214E-03,-1.325974E+00
+1.465000E+00,+26.214E-03,-1.325974E+00
+1.466750E+00,+26.183E-03,-1.330999E+00
+1.468500E+00,+26.202E-03,-1.336024E+00
+1.470250E+00,+26.191E-03,-1.336770E+00
+1.472000E+00,+26.164E-03,-1.341049E+00
+1.473750E+00,+26.160E-03,-1.346074E+00
+1.475500E+00,+26.181E-03,-1.351099E+00
+1.477250E+00,+26.164E-03,-1.356124E+00
+1.479000E+00,+26.180E-03,-1.361149E+00
+1.480750E+00,+26.129E-03,-1.362097E+00
+1.482500E+00,+26.152E-03,-1.366318E+00
+1.484250E+00,+26.155E-03,-1.371200E+00
+1.486000E+00,+26.164E-03,-1.376225E+00
+1.487750E+00,+26.178E-03,-1.376225E+00
+1.489500E+00,+26.134E-03,-1.381250E+00
+1.491250E+00,+26.126E-03,-1.382399E+00
+1.493000E+00,+26.104E-03,-1.386275E+00
+1.494750E+00,+26.102E-03,-1.391300E+00
+1.496500E+00,+26.089E-03,-1.391300E+00
+1.498250E+00,+26.099E-03,-1.391300E+00
+1.500000E+00,+26.063E-03,-1.396325E+00
+1.501750E+00,+26.060E-03,-1.396325E+00
+1.503500E+00,+26.062E-03,-1.396325E+00
+1.505250E+00,+26.040E-03,-1.401350E+00
+1.507000E+00,+26.019E-03,-1.401350E+00
+1.508750E+00,+26.018E-03,-1.401350E+00
+1.510500E+00,+26.007E-03,-1.406376E+00
+1.512250E+00,+25.954E-03,-1.406376E+00
+1.514000E+00,+25.927E-03,-1.411401E+00
+1.515750E+00,+25.938E-03,-1.411401E+00
+1.517500E+00,+25.953E-03,-1.415564E+00
+1.519250E+00,+25.909E-03,-1.416426E+00
+1.521000E+00,+25.894E-03,-1.421451E+00
+1.522750E+00,+25.871E-03,-1.426476E+00
+1.524500E+00,+25.850E-03,-1.427424E+00
+1.526250E+00,+25.825E-03,-1.431501E+00
+1.528000E+00,+25.825E-03,-1.436526E+00
+1.529750E+00,+25.850E-03,-1.441551E+00
+1.531500E+00,+25.825E-03,-1.446577E+00
+1.533250E+00,+25.802E-03,-1.448529E+00
+1.535000E+00,+25.781E-03,-1.451602E+00
+1.536750E+00,+25.775E-03,-1.456627E+00
+1.538500E+00,+25.752E-03,-1.456627E+00
+1.540250E+00,+25.784E-03,-1.461652E+00
+1.542000E+00,+25.729E-03,-1.464610E+00
+1.543750E+00,+25.730E-03,-1.466677E+00
+1.545500E+00,+25.703E-03,-1.466677E+00
+1.547250E+00,+25.710E-03,-1.471702E+00
+1.549000E+00,+25.662E-03,-1.471702E+00
+1.550750E+00,+25.659E-03,-1.476727E+00
+1.552500E+00,+25.640E-03,-1.476727E+00
+1.554250E+00,+25.618E-03,-1.481753E+00
+1.556000E+00,+25.586E-03,-1.481753E+00
+1.557750E+00,+25.574E-03,-1.481753E+00
+1.559500E+00,+25.561E-03,-1.486778E+00
+1.561250E+00,+25.574E-03,-1.490941E+00
+1.563000E+00,+25.553E-03,-1.491803E+00
+1.564750E+00,+25.542E-03,-1.496828E+00
+1.566500E+00,+25.506E-03,-1.496828E+00
+1.568250E+00,+25.508E-03,-1.501853E+00
+1.570000E+00,+25.510E-03,-1.506878E+00
+1.571750E+00,+25.496E-03,-1.506878E+00
+1.573500E+00,+25.482E-03,-1.511903E+00
+1.575250E+00,+25.455E-03,-1.516928E+00
+1.577000E+00,+25.453E-03,-1.521954E+00
+1.578750E+00,+25.451E-03,-1.526979E+00
+1.580500E+00,+25.446E-03,-1.532004E+00
+1.582250E+00,+25.470E-03,-1.532004E+00
+1.584000E+00,+25.438E-03,-1.537029E+00
+1.585750E+00,+25.435E-03,-1.542054E+00
+1.587500E+00,+25.410E-03,-1.542054E+00
+1.589250E+00,+25.385E-03,-1.547079E+00
+1.591000E+00,+25.406E-03,-1.547625E+00
+1.592750E+00,+25.409E-03,-1.552104E+00
+1.594500E+00,+25.417E-03,-1.552104E+00
+1.596250E+00,+25.401E-03,-1.557129E+00
+1.598000E+00,+25.416E-03,-1.557129E+00
+1.599750E+00,+25.406E-03,-1.562155E+00
+1.601500E+00,+25.362E-03,-1.567180E+00
+1.603250E+00,+25.360E-03,-1.567180E+00
+1.605000E+00,+25.322E-03,-1.572205E+00
+1.606750E+00,+25.297E-03,-1.575564E+00
+1.608500E+00,+25.247E-03,-1.577230E+00
+1.610250E+00,+25.234E-03,-1.582255E+00
+1.612000E+00,+25.199E-03,-1.583203E+00
+1.613750E+00,+25.159E-03,-1.587424E+00
+1.615500E+00,+25.148E-03,-1.592305E+00
+1.617250E+00,+25.103E-03,-1.597330E+00
+1.619000E+00,+25.064E-03,-1.602356E+00
+1.620750E+00,+25.041E-03,-1.607381E+00
+1.622500E+00,+25.015E-03,-1.612406E+00
+1.624250E+00,+24.968E-03,-1.617086E+00
+1.626000E+00,+24.920E-03,-1.617431E+00
+1.627750E+00,+24.879E-03,-1.622456E+00
+1.629500E+00,+24.847E-03,-1.625414E+00
+1.631250E+00,+24.777E-03,-1.627481E+00
+1.633000E+00,+24.750E-03,-1.632506E+00
+1.634750E+00,+24.757E-03,-1.632506E+00
+1.636500E+00,+24.731E-03,-1.632506E+00
+1.638250E+00,+24.707E-03,-1.637531E+00
+1.640000E+00,+24.677E-03,-1.637531E+00
+1.641750E+00,+24.650E-03,-1.642557E+00
+1.643500E+00,+24.607E-03,-1.647582E+00
+1.645250E+00,+24.613E-03,-1.647582E+00
+1.647000E+00,+24.544E-03,-1.652607E+00
+1.648750E+00,+24.556E-03,-1.657632E+00
+1.650500E+00,+24.522E-03,-1.657632E+00
+1.652250E+00,+24.487E-03,-1.662657E+00
+1.654000E+00,+24.472E-03,-1.667682E+00
+1.655750E+00,+24.461E-03,-1.672707E+00
+1.657500E+00,+24.468E-03,-1.672707E+00
+1.659250E+00,+24.441E-03,-1.677732E+00
+1.661000E+00,+24.418E-03,-1.682758E+00
+1.662750E+00,+24.405E-03,-1.687783E+00
+1.664500E+00,+24.416E-03,-1.687783E+00
+1.666250E+00,+24.405E-03,-1.692808E+00
+1.668000E+00,+24.368E-03,-1.697833E+00
+1.669750E+00,+24.356E-03,-1.697833E+00
+1.671500E+00,+24.327E-03,-1.702858E+00
+1.673250E+00,+24.302E-03,-1.707883E+00
+1.675000E+00,+24.294E-03,-1.707883E+00
+1.676750E+00,+24.254E-03,-1.712908E+00
+1.678500E+00,+24.239E-03,-1.712908E+00
+1.680250E+00,+24.229E-03,-1.717675E+00
+1.682000E+00,+24.204E-03,-1.717933E+00
+1.683750E+00,+24.166E-03,-1.717933E+00
+1.685500E+00,+24.174E-03,-1.720288E+00
+1.687250E+00,+24.163E-03,-1.722959E+00
+1.689000E+00,+24.141E-03,-1.722959E+00
+1.690750E+00,+24.104E-03,-1.727984E+00
+1.692500E+00,+24.066E-03,-1.727984E+00
+1.694250E+00,+24.070E-03,-1.733009E+00
+1.696000E+00,+24.028E-03,-1.733009E+00
+1.697750E+00,+24.032E-03,-1.738034E+00
+1.699500E+00,+24.013E-03,-1.743059E+00
+1.701250E+00,+23.966E-03,-1.748084E+00
+1.703000E+00,+23.915E-03,-1.748084E+00
+1.704750E+00,+23.889E-03,-1.753109E+00
+1.706500E+00,+23.850E-03,-1.763160E+00
+1.708250E+00,+23.830E-03,-1.763160E+00
+1.710000E+00,+23.791E-03,-1.768185E+00
+1.711750E+00,+23.763E-03,-1.773210E+00
+1.713500E+00,+23.739E-03,-1.773210E+00
+1.715250E+00,+23.680E-03,-1.778235E+00
+1.717000E+00,+23.657E-03,-1.778235E+00
+1.718750E+00,+23.635E-03,-1.783260E+00
+1.720500E+00,+23.594E-03,-1.788285E+00
+1.722250E+00,+23.551E-03,-1.788285E+00
+1.724000E+00,+23.526E-03,-1.793310E+00
+1.725750E+00,+23.474E-03,-1.793310E+00
+1.727500E+00,+23.460E-03,-1.793310E+00
+1.729250E+00,+23.413E-03,-1.798335E+00
+1.731000E+00,+23.396E-03,-1.798335E+00
+1.732750E+00,+23.348E-03,-1.799082E+00
+1.734500E+00,+23.275E-03,-1.803361E+00
+1.736250E+00,+23.252E-03,-1.803361E+00
+1.738000E+00,+23.228E-03,-1.803361E+00
+1.739750E+00,+23.174E-03,-1.808386E+00
